Unnamed: 0,department,search_term,sfr,asin,clicked_item,click_share_rank,click_share,conversion_share
767,Warehouse Deals,pepper spray,7,B07ZJSQL6C,"SABRE Pepper Spray, Quick Release Keychain for Easy Carry and Fast Access, Finger Grip for More Accurate and Faster Aim, Maximum Police Strength OC Spray, 25 Bursts, Secure and Easy to Use Safety",3,0.0923,0.2105
768,Fresh,cheese,7,B08J4QQJ3K,"Amazon Brand - Happy Belly Shredded 4 Cheese Mexican Blend Cheese, 16 Oz",1,0.0887,0.0932
769,Fresh,cheese,7,B075Y8RWLX,"Amazon Brand - Happy Belly Shredded Colby Jack Cheese, 8 Ounce",2,0.0849,0.0856
770,Fresh,cheese,7,B075Y8ZV89,"Amazon Brand - Happy Belly Shredded Mexican Four Cheese Blend, 8 Ounce",3,0.0619,0.064
771,Beauty,facial skin care products,7,B074PVTPBW,"Mighty Patch Original from Hero Cosmetics - Hydrocolloid Acne Pimple Patch for Covering Zits and Blemishes, Spot Stickers for Face and Skin, Vegan-friendly and Not Tested on Animals (36 Count)",1,0.2024,0.2313
772,Beauty,facial skin care products,7,B07QFHZZZL,The Ordinary Face Serum Set! Caffeine Solution 5%+EGCG! Hyaluronic Acid 2%+B5! Niacinamide 10% + Zinc 1%! Help Fight Visible Blemishes And Improve The Look Of Skin Texture&Radiance,2,0.0526,0.0351
773,Beauty,facial skin care products,7,B07C5SS6YD,"Paula's Choice Skin Perfecting 2% BHA Liquid Salicylic Acid Exfoliant, Gentle Facial Exfoliator for Blackheads, Large Pores, Wrinkles & Fine Lines, Travel Size, 1 Fluid Ounce - PACKAGING MAY VARY",3,0.0445,0.0683
774,Books,kindle books,7,B078GD3DRG,Where the Crawdads Sing,1,0.0744,0.0722
775,Books,kindle books,7,B09Q32BBW4,The Hotel Nantucket,2,0.0468,0.0418
776,Books,kindle books,7,B001KM0Y0I,The Bodies Left Behind: A Novel,3,0.0333,0.057
777,Sports & Outdoors,tent,7,B09WDKXRHP,Coleman Sundome Camping Tent,1,0.0735,0.0811
778,Sports & Outdoors,tent,7,B09WDKXRHP,Coleman Sundome Camping Tent,2,0.0589,0.0785
779,Sports & Outdoors,tent,7,B095YY36LM,"Dome Tent Ozark Trail 10-Person Family Camping Tent with 3 Rooms and Screen Porch, blue",3,0.0388,0.0399
780,MP3 Downloads,beyonce,7,B000T2D81C,Beyoncé,1,0.4551,0
781,MP3 Downloads,beyonce,7,B0B4KN5FN4,RENAISSANCE [Explicit],2,0.3908,0.2727
782,MP3 Downloads,beyonce,7,B0B4KLP9JK,BREAK MY SOUL,3,0.0525,0
783,Video On Demand,paw patrol,7,B09DGQR1Y2,PAW Patrol: The Movie,1,0.2952,0.4816
784,Video On Demand,paw patrol,7,B09CQGXT54,PAW Patrol: The Movie,2,0.1358,0.0894
785,Video On Demand,paw patrol,7,B0B23ZMPC5,Cat Pack: A PAW Patrol Exclusive Event,3,0.0758,0.0273
786,Electronics,ear buds,7,B09FT58QQP,"TOZO A1 Mini Wireless Earbuds Bluetooth 5.3 in Ear Light-Weight Headphones Built-in Microphone, IPX5 Waterproof, Immersive Premium Sound Long Distance Connection Headset with Charging Case, Black",1,0.1642,0.2323
787,Electronics,ear buds,7,B09JQMJHXY,"Apple AirPods Pro Wireless Earbuds with MagSafe Charging Case. Active Noise Cancelling, Transparency Mode, Spatial Audio, Customizable Fit, Sweat and Water Resistant. Bluetooth Headphones for iPhone",2,0.0402,0.0383
788,Electronics,ear buds,7,B096SV8SJG,"Beats Studio Buds – True Wireless Noise Cancelling Earbuds – Compatible with Apple & Android, Built-in Microphone, IPX4 Rating, Sweat Resistant Earphones, Class 1 Bluetooth Headphones - Black",3,0.0388,0.0139
789,Credit Cards,prime day deals,7,B00TREI0D4,"Apple iPad Air 2, 16 GB, Space Gray (Renewed)",1,0.1667,0.1111
790,Credit Cards,prime day deals,7,1672005914,"Shit I Can’t Remember: password book, password log book and internet password organizer, alphabetical password book, Logbook To Protect Usernames and ... notebook, password book small 6” x 9”",2,0.1111,0.2222
791,Credit Cards,prime day deals,7,B01JCAAT7M,"Bali Women's Comfort Revolution Wire Free Bra, Sunbaked Beige Heather, Large",3,0.1111,0
792,HPC,vibrators,7,B07J4QJRHF,"G Spot Rabbit Vibrator with Heating Function, Rose Sex Toys for Clitoris G-spot Stimulation,Waterproof Dildo Vibrator with 9 Powerful Vibrations Dual Motor Stimulator for Women or Couple Fun(Purple)",1,0.0694,0.1033
793,HPC,vibrators,7,B0838YZ692,"Bullet Vibrator with Angled Tip, Rechargeable Lipstick Vibe with 10 Vibration Modes Waterproof",2,0.0668,0.0952
794,HPC,vibrators,7,B099NQJQ35,"Satisfyer Pro 2 Air-Pulse Clitoris Stimulator - Non-Contact Clitoral Sucking Pressure-Wave Technology, Waterproof, Rechargeable (Blue)",3,0.0575,0.055
795,Gift Cards,e gift card,7,B07TMNGSN4,Amazon eGift Card - Birthday Cupcakes,1,0.3095,0.3651
796,Gift Cards,e gift card,7,B086FNYH28,Amazon eGift Card - We Appreciate You- Hex pattern,2,0.1221,0.1073
797,Gift Cards,e gift card,7,B07PCMWTSG,Amazon eGift Card - Amazon Logo,3,0.0997,0.0997
798,Handmade,wedding,7,B09C8DXMKM,"Velvet Ring Box, Etercycle Octagon Gorgeous Vintage Double Jewelry Ring Gift Box with Detachable Lid for Proposal Engagement Wedding Ceremony (Beige)",1,0.0465,0.1667
799,Handmade,wedding,7,B097C5SCXX,"Memory Table Sign on Acrylic This Candle Burns | Lucite In Loving Memory Sign | In Loving Memory Acrylic Wedding Sign (5X7, Dark Walnut Stand)",2,0.0426,0.0278
800,Handmade,wedding,7,B08HMNGC3B,"Alternative Wedding Guest Book, Pine Tree Guest Book Custom Wedding Guestbook, Wedding Guest Book Ideas, Rustic Guestbook Tree Alternative, FREE Sign, GladPaper",3,0.0346,0
801,Musical Instruments,drum set,7,B000GG4AUY,"Music Alley 3 Piece Kids Drum Set with Throne, Cymbal, Pedal & Drumsticks, Blue, (DBJK02)",1,0.0647,0.0704
802,Musical Instruments,drum set,7,B09ZXR98LJ,"Donner Electric Drum Set, Electronic Drum Kit for Beginner with 180 Sounds, Quiet Mesh Drum Set with Heavy Duty Pedals, Drum Throne, Sticks Headphone Included, Light & Portable(DED-80, New Upgraded)",2,0.0603,0.0282
803,Musical Instruments,drum set,7,B07CGFS5KZ,Ashthorpe 5-Piece Complete Full Size Adult Drum Set with Remo Batter Heads - Black,3,0.052,0.0423
804,Industrial and Scientific,switches,7,B078KBC5VH,"Nilight 90012E Heavy Duty Rocker Toggle 15A 250V 20A 125V SPST 2Pin ON/Off Switch Metal Bat Waterproof Boot Cap Cover-5 Pack, 2 Years Warranty",1,0.0452,0.04
805,Industrial and Scientific,switches,7,B0752RMB7Q,Cylewet 12Pcs 1A 250V AC 2 Pins SPST Momentary Mini Push Button Switch Normal Open (Pack of 12) CYT1078,2,0.0309,0.02
806,Industrial and Scientific,switches,7,B0799LBFNY,Taiss 10PCS SPST Mini Toggle Switch 2 Pin 2 Position ON/Off Miniature Toggle Switch 6A 125V Toggle Switch MTS-101,3,0.0304,0.05
807,Mobile Apps Store,snapchat,7,B08RBVMLF7,18+ Friends on Snapchat - Find new adult friends,1,0.4222,0.3351
808,Mobile Apps Store,snapchat,7,B00KZP2DTQ,Instagram,2,0.0814,0.0791
809,Mobile Apps Store,snapchat,7,B07GV4W87X,Doggy Face Filter Snappy Photo - Snap Camera Photo Collage for Snapchat,3,0.0811,0.1287
810,Automotive,automotive exterior accessories,7,B09MVZFXCC,Phone Holder Car [Upgrade Clip Never Fall] Car Phone Holder Mount Automobile Air Vent Hands Free Cell Phone Holder for Car Fit for All Car Mount for iPhone Android Smartphone,1,0.0895,0.1447
811,Automotive,automotive exterior accessories,7,B01N9LNMCN,Blind Spot Mirrors Unique design Car Door mirrors | Mirror for blind side engineered by Utopicar for larger image and traffic safety. Awesome rear view! [frameless design] (2 pack),2,0.07,0.0818
812,Automotive,automotive exterior accessories,7,B07YZFM2FQ,"Aujen Silicone License Plate Frames Black, 2 Pack Car License Plate Covers, Universal US Car Black License Plate Holders BracketsRust-Proof, Rattle-Proof, Weather-Proof ( Black)",3,0.0411,0.088
813,Kindle Store,where the crawdads sing,7,B078GD3DRG,Where the Crawdads Sing,1,0.9153,0.9199
814,Kindle Store,where the crawdads sing,7,B0851SPF31,Where the Crawfish Swim,2,0.0163,0.0067
815,Kindle Store,where the crawdads sing,7,B07JZH997Q,Where the Crawdads Sing,3,0.0082,0.016
816,Softlines,mens shorts,7,B0893837ZQ,Levi's Men's Carrier Cargo Shorts,1,0.0761,0.0813
817,Softlines,mens shorts,7,B01JQTZR76,Amazon Essentials Men's Classic-Fit 9 Short,2,0.0601,0.0505
818,Softlines,mens shorts,7,B07F2NQ24H,"Amazon Essentials Men's Classic-Fit 9 Short, Grey, Pineapple, 32",3,0.0489,0.0513
819,Toys,gel blaster,7,B0B76N3KMX,"Electric Gel Ball Blaster, Gel Ball Automatic Toy with 61,000 Water Gel Beads, Ball Blaster Toy, Outdoor Activities Shooting Team Games for Girls and Boys Ages 8+",1,0.175,0
820,Toys,gel blaster,7,B09ZQ4HX55,"Gel Blaster Surge – Adjustable Blast Speed with Semi or Automatic Modes, Range of Over 100 feet – Includes 10,000 Eco-Friendly Ammo Gellets and More – Mess Free Fun for Ages 9+ (Electric Green 1pk)",2,0.0455,0.0458
821,Toys,gel blaster,7,B0B38MY3NX,"Gel Ball Blaster, Shoots Eco-Friendly Splatter Ball Blaster Automatic with 35000 Water Beads and Goggles Backyard Fun and Outdoor Games for Boys and Girls Ages 12+",3,0.031,0.0403
822,Alexa Skills,sleep sounds,7,B06XBXR97N,Sleep Sounds,1,0.496,0
823,Alexa Skills,sleep sounds,7,B071CG8GB8,Sleep Sounds,2,0.1457,0
824,Alexa Skills,sleep sounds,7,B072L534SK,Sleep Sounds: Thunderstorm Sounds,3,0.0879,0
825,"Arts,Crafts, and Sewing",art supplies,7,B08B8D21Q2,"72PCS Drawing & Art Supplies Kit, Colored Sketching Pencils for Artists Kids Adults Teens, Professional Art Pencil Set with Case, Sketchpad, Watercolor & Metallic Pencil丨Ideal Beginners Coloring Set",1,0.0761,0.0809
826,"Arts,Crafts, and Sewing",art supplies,7,B08JCD4PS6,"Art Supplies, iBayam 150-Pack Deluxe Wooden Art Set Crafts Drawing Painting Kit with 1 Coloring Book, 2 Sketch Pads, Creative Gift Box for Adults Artist Beginners Kids Girls Boys",2,0.0661,0.0504
827,"Arts,Crafts, and Sewing",art supplies,7,B092Z1PYCD,"Prina 76 Pack Drawing Set Sketching Kit, Pro Art Sketch Supplies with 3-Color Sketchbook, Include Tutorial, Colored, Graphite, Charcoal, Watercolor & Metallic Pencil, for Artists Adults Teens Beginner",3,0.0629,0.0672
828,Baby,breast pump,7,B09PY8R8BV,"Momcozy Wearable Breast Pump, S12 Double Hands Free Breast Pump, LCD Display, Low Noise & Painless, 2 Modes & 9 Levels Electric Breast Pump Portable, 24mm Flange, 2 Pack",1,0.0759,0.0688
829,Baby,breast pump,7,B08PD2FV1F,"NCVI Double Electric Breast Pump, Portable Anti-Backflow, with 4 Size Flanges , 4 Modes & 9 Levels,Mirror LED Display, 10 Breastmilk Storage Bags,Ultra-Quiet and Pain Free Breast Pumps",2,0.0727,0.0661
830,Baby,breast pump,7,B09SDJ52T1,"Momcozy Wearable Breast Pump S12, LCD Hands-Free Pump, 2 Mode & 9 Levels Adjustable for Comfortable Pumping, Low Noise & Painless Electric Breastfeeding Pump, 24mm Flange",3,0.0685,0.0553
831,Camera and Photo,video surveillance equipment,7,B086DL32R3,"Blink Outdoor - wireless, weather-resistant HD security camera, two-year battery life, motion detection, set up in minutes – 2 camera kit",1,0.0865,0.0444
832,Camera and Photo,video surveillance equipment,7,B08SG2MS3V,"Blink Video Doorbell | Two-way audio, HD video, motion and chime app alerts and Alexa enabled — wired or wire-free (Black)",2,0.0805,0.0889
833,Camera and Photo,video surveillance equipment,7,B07X6C9RMF,"Blink Mini – Compact indoor plug-in smart security camera, 1080p HD video, night vision, motion detection, two-way audio, easy set up, Works with Alexa – 1 camera (White)",3,0.0714,0.0222
834,Movies & TV,blu ray movies,7,B005OCFHHK,Harry Potter: Complete 8-Film Collection [Blu-ray],1,0.0387,0.0097
835,Movies & TV,blu ray movies,7,B0B3TNMQWB,Dragon Ball Super: The Complete Series - Limited Edition Steelbook Gift Set [Blu-ray],2,0.0308,0.0145
836,Movies & TV,blu ray movies,7,B09XZD472R,Top Gun: Maverick,3,0.0269,0.0145
837,Home Improvement,wallpaper,7,B097KYBN8S,Peel and Stick Wallpaper Modern Blue Geometric Wallpaper 17.71 in X 118 in Self-Adhesive Removable Wallpaper Matte Wallpaper Easy to Line Up for Home Decoration and Furniture Renovation,1,0.041,0.0432
838,Home Improvement,wallpaper,7,B092RTW4HD,Erfoni Black and White Peel and Stick Wallpaper Modern Geometric Contact Paper 17.7inch x 118.1inch Black Removable Wallpaper Peel and Stick Stripe Decorative Self Adhesive Wall Paper Bathroom,2,0.0399,0.0399
839,Home Improvement,wallpaper,7,B08P1HRT98,Gold and White Geometric Wallpaper Peel and Stick Wallpaper Hexagon Removable Self Adhesive Wallpaper Gold Stripes Geometric Paper Vinyl Film Decorative Shelf Drawer Liner Roll Waterproof 17.7”×118”,3,0.0394,0.0399
840,Music,taylor swift,7,B09J99PKDF,Red (Taylor's Version) [4 LP],1,0.1998,0.2703
841,Music,taylor swift,7,B08QFRKNNJ,evermore [Transparent Green 2 LP],2,0.1431,0.1486
842,Music,taylor swift,7,B077GT29HM,reputation [2 LP][Picture Disc],3,0.1057,0.0135
843,Collectibles,historical & political memorabilia,7,B07WCQC2G1,Charles Manson Authentically Signed Photo,1,0.3356,0
844,Collectibles,historical & political memorabilia,7,B07DZPYC6S,President Abraham Lincoln autograph,2,0.1233,0
845,Collectibles,historical & political memorabilia,7,B07GZ43QFZ,Chernobyl liquidator Stalker Disaster In memory of the liquidation of consequences of the Chernobyl accident Ukrainian USSR Soviet Union Russian medal Prityat Stalker,3,0.0548,0
846,APS,iphone 13 pro max case,7,B096J9ZSG1,Spigen Ultra Hybrid [Anti-Yellowing Technology] Designed for iPhone 13 Pro Max Case (2021) - Crystal Clear,1,0.0526,0.0828
847,APS,iphone 13 pro max case,7,B09GRRRPPZ,OtterBox Symmetry Series+ Clear Antimicrobial Case with MagSafe for iPhone 13 Pro Max and iPhone 12 Pro Max - Clear EX,2,0.0299,0.0226
848,APS,iphone 13 pro max case,7,B09D55YMC1,OTTERBOX COMMUTER SERIES Case for iPhone 13 Pro Max & iPhone 12 Pro Max - BLACK,3,0.0276,0.0251
849,Uncategorized,camping,7,B09TSGZ79W,"Gift for Father's Day Men Dad Husband,142 Pcs Survival Kit and First Aid Kit, Professional Emergency Kits Survival Gear and Equipment with Molle Pouch, for Men Camping Outdoor Adventures",1,0.0453,0.0391
850,Uncategorized,camping,7,B006QF3TW4,"LifeStraw Personal Water Filter for Hiking, Camping, Travel, and Emergency Preparedness, 1 Pack, Blue",2,0.0371,0.0727
851,Uncategorized,camping,7,B07Y9PYVJV,"Solar Charger, 20000mAh Portable Outdoor Waterproof Solar Power Bank, Camping External Backup Battery Pack Dual 5V USB Ports Output, 2 Led Light Flashlight with Compass (Blue)",3,0.0342,0.0341
852,Video Games,ps5,7,B09DFCB66S,PlayStation 5 Console,1,0.6705,0.1761
853,Video Games,ps5,7,B0B16656Z2,PS5 Console- Horizon Forbidden West Bundle,2,0.097,0.0117
854,Video Games,ps5,7,B09DFCB66S,PlayStation 5 Console,3,0.0307,0.0023
855,Fresh,yogurt,8,B01769TQJ8,"Yoplait Original Yogurt, Strawberry and Harvest Peach Variety Pack, 48 oz, 8 ct",1,0.0633,0.0654
856,Fresh,yogurt,8,B07W5TD361,"Amazon Brand - Happy Belly Greek Non-Fat Plain Yogurt, 32 Ounce",2,0.0513,0.0509
857,Fresh,yogurt,8,B01CYI3TLM,"Yoplait Original Yogurt, Strawberry and Strawberry Banana, Variety Pack, 6 oz, 8 ct",3,0.0396,0.0405
858,Uncategorized,luggage,8,B07ZWLQF9T,"Samsonite Winfield 2 Hardside Expandable Luggage, Charcoal, 2-Piece Set (20/24)",1,0.0538,0.0301
859,Uncategorized,luggage,8,B07P93XHBP,"COOLIFE Luggage Suitcase Piece Set Carry On ABS+PC Spinner Trolley with pocket Compartmnet Weekend Bag (Sakura pink, 2-piece Set)",2,0.0377,0.0331
860,Uncategorized,luggage,8,B003VB9FCO,"U.S. Traveler Rio Rugged Fabric Expandable Carry-on Luggage Set, Purple, 2 Wheel",3,0.0364,0.0402
861,APS,airpods,8,B09JQMJHXY,"Apple AirPods Pro Wireless Earbuds with MagSafe Charging Case. Active Noise Cancelling, Transparency Mode, Spatial Audio, Customizable Fit, Sweat and Water Resistant. Bluetooth Headphones for iPhone",1,0.3599,0.4961
862,APS,airpods,8,B07PXGQC1Q,"Apple AirPods (2nd Generation) Wireless Earbuds with Lightning Charging Case Included. Over 24 Hours of Battery Life, Effortless Setup. Bluetooth Headphones for iPhone",2,0.3484,0.3494
863,APS,airpods,8,B09JQL3NWT,"Apple AirPods (3rd Generation) Wireless Earbuds with MagSafe Charging Case. Spatial Audio, Sweat and Water Resistant, Up to 30 Hours of Battery Life. Bluetooth Headphones for iPhone",3,0.036,0.0213
864,Video Games,video games,8,B097MGZ7MY,Forza Horizon 5: Standard Edition – Xbox Series X & Xbox One,1,0.0379,0.0718
865,Video Games,video games,8,B096J33NRY,Battlefield 2042 - PlayStation 4,2,0.0234,0.0111
866,Video Games,video games,8,B0B16656Z2,PS5 Console- Horizon Forbidden West Bundle,3,0.0197,0
867,Warehouse Deals,dewalt,8,B0773CS85H,"DEWALT 20V Max Cordless Drill Combo Kit, 10-Tool (DCK1020D2)",1,0.0739,0
868,Warehouse Deals,dewalt,8,B0989YML7R,"DEWALT 20V MAX* Jobsite Fan, Tool Only (DCE512B)",2,0.0485,0
869,Warehouse Deals,dewalt,8,B00B6K4V80,"DEWALT Tool Box, TSTAK II, Flat Top (DWST17807) , Black",3,0.0327,0.0741
870,Amazon.com,tv,8,B08SWD2SCK,Amazon Fire TV 43 4-Series 4K UHD smart TV,1,0.1557,0.1025
871,Amazon.com,tv,8,B09WNJT9X3,"Hisense 50-inch ULED U6 Series Quantum Dot QLED 4K UHD Smart Fire TV (50U6HF, 2022 Model)",2,0.0827,0.1836
872,Amazon.com,tv,8,B08P3QVFMK,"Amazon Fire TV 55 Omni Series 4K UHD smart TV, hands-free with Alexa",3,0.0782,0.1399
873,Grocery,ice cream,8,B07W6ZR7XF,"Amazon Brand - Happy Belly Neapolitan Ice Cream, 48 Fl Oz (Frozen)",1,0.0389,0.0424
874,Grocery,ice cream,8,B07W5Z837X,"Amazon Brand - Happy Belly Cookies 'N Cream Ice Cream, 48 Fl Oz (Frozen)",2,0.0381,0.0419
875,Grocery,ice cream,8,B07WC9MTMN,"Amazon Brand - Happy Belly Vanilla Ice Cream, 48 Fl Oz (Frozen)",3,0.0261,0.0284
876,Office Products,mechanical pencil,8,B01JHMVG5O,"BIC Xtra-Smooth Mechanical Pencils With Erasers, Medium Point (0.7mm), 40-Count Pack, Bulk Mechanical Pencils for School or Office Supplies",1,0.1132,0.1431
877,Office Products,mechanical pencil,8,B001CD9RRG,"BIC Xtra-Strong Thick Lead Mechanical Pencil, With Colorful Barrel Thick Point (0.9mm), 24-Count Pack, Mechanical Pencils With Erasers",2,0.0833,0.0985
878,Office Products,mechanical pencil,8,B00260X7F2,"BIC Xtra-Life Mechanical Pencil, Clear Barrel, Medium Point (0.7mm), 10-Count, Packaging May Vary",3,0.0781,0.115
879,Merchants,queen sheet set,8,B071RVW4ZY,LuxClub 6 PC Sheet Set Bamboo Sheets Deep Pockets 18 Eco Friendly Wrinkle Free Sheets Machine Washable Hotel Bedding Silky Soft - White Queen,1,0.4508,0.5
880,Merchants,queen sheet set,8,B07WDL1YFZ,LuxClub 4 PC Sheet Set Bamboo Sheets Deep Pockets 18 Eco Friendly Wrinkle Free Sheets Machine Washable Hotel Bedding Silky Soft - White Twin,2,0.3452,0.1818
881,Merchants,queen sheet set,8,B07WHT1VGP,LuxClub 4 PC Sheet Set Bamboo Sheets Deep Pockets 18 Eco Friendly Wrinkle Free Sheets Machine Washable Hotel Bedding Silky Soft - Light Khaki Twin,3,0.0441,0.1364
882,Computers,traditional laptop computers,8,B09R5VYRVN,Acer Aspire 5 A515-56-32DK Slim Laptop | 15.6 Full HD IPS Display | 11th Gen Intel Core i3-1115G4 Processor | 4GB DDR4 | 128GB NVMe SSD | WiFi 6 | Windows 11 Home in S mode,1,0.0366,0.0375
883,Computers,traditional laptop computers,8,B09FXFDGN3,"HP 15.6-inch Laptop, 11th Generation Intel Core i5-1135G7, Intel Iris Xe Graphics, 8 GB RAM, 256 GB SSD, Windows 11 Home (15-dy2024nr, Natural silver)",2,0.0295,0.0292
884,Computers,traditional laptop computers,8,B08N5M7S6K,"2020 Apple MacBook Air Laptop: Apple M1 Chip, 13” Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Gold",3,0.024,0
885,Magazines and Newspapers,tv guide magazine subscription,8,B003N3QRF8,TV Guide Magazine,1,0.8444,0.88
886,Magazines and Newspapers,tv guide magazine subscription,8,B0948LL1D5,TV Guide Magazine,2,0.1037,0.09
887,Magazines and Newspapers,tv guide magazine subscription,8,B0069CC9WU,TV Guide Magazine,3,0.0519,0.03
888,Software,photoshop,8,B09DCYXF4B,Adobe | Photoshop Elements 2022 | Mac Code | Software Download | Photo Editing,1,0.2264,0.069
889,Software,photoshop,8,B09DCYXF3R,Adobe | Photoshop Elements 2022 | Windows PC Code | Software Download | Photo Editing,2,0.1761,0.3448
890,Software,photoshop,8,B09CRTD79F,Adobe | Photoshop Elements 2022 | PC/Mac Disc | Photo Editing Software,3,0.173,0.1724
891,Wireless,apple watch band,8,B09G9CCS4W,Apple Watch Band - Sport Band (45mm) - Midnight - Regular,1,0.0636,0.0325
892,Wireless,apple watch band,8,B09KNCDSWN,"6 Pack Sport Bands Compatible with Apple Watch Band 38mm 40mm 41mm 42mm 44mm 45mm,Soft Silicone Waterproof Strap Wristbands Compatible with iWatch Apple Watch Series 7 6 5 4 3 2 1 SE Women Men",2,0.053,0.065
893,Wireless,apple watch band,8,B09V5N5SPY,"Marge Plus for Apple Watch Band Series 7 6 5 4 3 2 1 SE 38mm 40mm 41mm 42mm 44mm 45mm Women and Men, Stainless Steel Mesh Loop Magnetic Clasp Replacement for iWatch Bands (41mm/40mm/38mm, A--Starlight).",3,0.0427,0.061
894,HPC,male masturbators,8,B085FKS88T,Lynx Doggie Style Masturbator - Tan,1,0.0977,0
895,HPC,male masturbators,8,B073GZFDDL,"ZEMALIA Male Masturbators Cup, Pocket Pussy with Realistic Mouth and Vagina for Oral Sex and Pussy Sex, Man Masturbation Stroker Adult Sex Toys for Men",2,0.0623,0.0017
896,HPC,male masturbators,8,B09YG67BMY,"Automatic Sucking Male Masturbators - Upgraded 7 Vibration & Suction Hands Free Pocket Pussy Male Stroker with 3D Realistic Textured, Blowjob Toy Mens Masturbators Adult Male Sex Toys for Men (Black)",3,0.038,0.0528
897,Home and Garden,rugs,8,B01N2TRFYP,SAFAVIEH Adirondack Collection 8' x 10' Champagne / Cream ADR113W Modern Ombre Non-Shedding Living Room Bedroom Dining Home Office Area Rug,1,0.0282,0.0201
898,Home and Garden,rugs,8,B01DVDCK1E,Unique Loom Sofia Collection Traditional Vintage Gray Area Rug (4' x 6'),2,0.0178,0.0217
899,Home and Garden,rugs,8,B07B66G4CL,"Loloi II Loren Collection LQ-15 Terracotta / Sky, Traditional 5'-0 x 7'-6 Area Rug",3,0.0171,0.0161
900,Credit Cards,kindle,8,B08KTZ8249,Kindle Paperwhite (8 GB) – Now with a 6.8 display and adjustable warm light,1,0.4672,1
901,Credit Cards,kindle,8,B07DPMXZZ7,Kindle - Now with a Built-in Front Light - White,2,0.1752,0
902,Credit Cards,kindle,8,B07978J597,Kindle - With a Built-in Front Light - Black,3,0.1533,0
903,Sports & Outdoors,golf balls,8,B08QSL9XQW,2021 TaylorMade Distance+ Golf Balls,1,0.0474,0.0647
904,Sports & Outdoors,golf balls,8,B08TF1TTB8,"2021 Callaway Supersoft Golf Balls , White",2,0.0308,0.039
905,Sports & Outdoors,golf balls,8,B07NPMVGQD,Callaway Hex Soft Golf Balls (Two Dozen) White,3,0.0303,0.0367
906,Beauty,olaplex,8,B00SNM5US4,"Olaplex Hair Perfector No 3 Repairing Treatment, 3.3 Ounce (Packaging may vary)",1,0.2886,0.3496
907,Beauty,olaplex,8,B08T47QVNR,"Olaplex No. 5 Bond Maintenance Conditioner, 8.5 Fl Oz with Olaplex No. 4 Bond Maintenance Shampoo, 8.5 Fl Oz",2,0.1224,0.1121
908,Beauty,olaplex,8,B07D37SBHF,"Olaplex No.5 Bond Maintenance Conditioner, 8.5 Fl Oz",3,0.1136,0.1819
909,Books,manga,8,1634423119,Dirty Diaries,1,0.0685,0.0228
910,Books,manga,8,B09RPNRV36,Demon Slayer Complete Box Set (Volumes 1-23) with Premium Part of Demon Slayer: Kimetsu no Yaiba By Koyoharu Gotouge,2,0.0534,0.0342
911,Books,manga,8,1638585571,Killing Stalking: Deluxe Edition Vol. 1,3,0.0411,0.0418
912,Electronics,monitor,8,B0773ZY26F,"Sceptre 24 Professional Thin 75Hz 1080p LED Monitor 2x HDMI VGA Build-in Speakers, Machine Black (E248W-19203R Series)",1,0.1405,0.1503
913,Electronics,monitor,8,B07CVL2D2S,"Acer SB220Q bi 21.5 Inches Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Monitor (HDMI & VGA Port), Black",2,0.0823,0.1169
914,Electronics,monitor,8,B07743412C,"Sceptre 20 1600x900 75Hz Ultra Thin LED Monitor 2x HDMI VGA Built-in Speakers, Machine Black Wide Viewing Angle 170° (Horizontal) / 160° (Vertical)",3,0.0542,0.0524
915,MP3 Downloads,imagine dragons,8,B003AM1Q94,Imagine Dragons,1,0.638,0
916,MP3 Downloads,imagine dragons,8,B09TQ3YY3W,Bones,2,0.0672,0
917,MP3 Downloads,imagine dragons,8,B079TQDTCD,Evolve,3,0.0587,0
918,Video On Demand,anime,8,B07TY1TPWG,Somewhere not here,1,0.0512,0.0095
919,Video On Demand,anime,8,B07PJ8R7FW,Dragon Ball Super: Broly,2,0.0478,0.1405
920,Video On Demand,anime,8,B07TZPYNVQ,VINLAND SAGA,3,0.0307,0.0048
921,Collectibles,fine art watercolor paintings,8,B077S298LQ,FRIDA KAHLO,1,0.1446,0
922,Collectibles,fine art watercolor paintings,8,B01N4OKKGX,Miracle Whip,2,0.1205,0
923,Collectibles,fine art watercolor paintings,8,B00GREOAUO,Virginia Women,3,0.0964,0
924,Automotive,truck accessories,8,B07YW71S3Y,"FLIK Original Middle Finger Light - Give The Bird & Wave to Drivers - Hottest Gifted Car Accessories, Truck Accessories, Car Gadgets & Road Rage Signs for Men, Women, & Teens - Funny Back Window Sign",1,0.0516,0.0112
925,Automotive,truck accessories,8,B08NJCKQTH,"YiLaie RGB LED Rock Lights, 60 LEDs High Brightness Multifunction Neon underglow Kit Waterproof Car Light with APP/RF Control Multicolor Rock Lights for ATV RZR UTV SUV Off Road Car, DC 12V (4 Pods)",2,0.0296,0.0131
926,Automotive,truck accessories,8,B09FYNSQJL,"Caterpillar MeshFlex Automotive Seat Covers for Cars Trucks and SUVs (Set of 2) – Black Car Seat Covers for Front Seats, Truck Seat Protectors with Comfortable Mesh Back, Auto Interior Covers",3,0.0284,0.0149
